"Calculation","OperationalTaxonomicUnit","TranslationTable","AttributeTable"
"MI EGLE","OTU_IBI","MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv"
