"SAMPLEID","INDEX_REGION","INDEX_NAME","ni_total","nt_CruMol","pi_ffg_pred","pi_ffg_shred","pi_habit_cling","pi_CruMol","nt_tv_toler","pt_NonIns","pi_habit_climb","pi_EPT","pi_EPTNoBaeHydro","pi_tv_toler","nt_EPT","pi_Cru","pt_tv_intol","nt_NonIns","pi_ffg_scrap","pi_IsopGastHiru","pi_NonIns","pi_Pleco","pt_tv_toler","pi_ffg_col","pi_habit_sprawl","nt_Trich","nt_habit_cling","pi_tv_intol","SC_nt_CruMol","SC_pi_ffg_pred","SC_pi_ffg_shred","SC_pi_habit_cling","SC_pi_CruMol","SC_nt_tv_toler","SC_pt_NonIns","SC_pi_habit_climb","SC_pi_EPT","SC_pi_EPTNoBaeHydro","SC_pi_tv_toler","SC_nt_EPT","SC_pi_Cru","SC_pt_tv_intol","SC_nt_NonIns","SC_pi_ffg_scrap","SC_pi_IsopGastHiru","SC_pi_NonIns","SC_pi_Pleco","SC_pt_tv_toler","SC_pi_ffg_col","SC_pi_habit_sprawl","SC_nt_Trich","SC_nt_habit_cling","SC_pi_tv_intol","sum_Index","Index","Index_Nar"
"NIVD-431-R-1111","EAST","MIEGLE_2020",106,3,14.1509433962264,11.3207547169811,12.2641509433962,16.0377358490566,14,40.9090909090909,4.71698113207547,0,0,80.188679245283,0,0,0,9,1.88679245283019,15.0943396226415,35.8490566037736,0,63.6363636363636,0,58.4905660377358,0,4,0,NA,NA,NA,NA,NA,NA,30.3030303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.0076480931017,NA,NA,0,NA,NA,0,18.8679245283019,0,119.178602924434,23.8357205848868,"Severely degraded"
"NIVD-446-S-1111","EAST","MIEGLE_2020",128,2,0,0.78125,77.34375,8.59375,7,20,0.78125,0.78125,0.78125,96.09375,1,0,10,2,3.90625,0.78125,8.59375,0.78125,70,0,13.28125,0,4,0.78125,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9138111157543,NA,NA,0,NA,NA,0,18.8679245283019,1.85658269961977,220.638318343676,44.1276636687352,"Degraded"
"NIVD-535-R-1111","EAST","MIEGLE_2020",111,2,9.00900900900901,5.40540540540541,77.4774774774775,3.6036036036036,15,9.09090909090909,14.4144144144144,38.7387387387387,21.6216216216216,52.2522522522523,11,0,18.1818181818182,3,17.1171171171171,1.8018018018018,5.40540540540541,0.900900900900901,45.4545454545455,0,18.018018018018,7,18,18.9189189189189,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7814421190936,NA,NA,0,NA,NA,100,100,44.9594080772788,442.740850196372,88.5481700392745,"Very good"
"NIVK-531-S-1111","EAST","MIEGLE_2020",106,2,3.77358490566038,11.3207547169811,29.2452830188679,4.71698113207547,16,21.0526315789474,1.88679245283019,3.77358490566038,3.77358490566038,96.2264150943396,3,0,15.7894736842105,4,27.3584905660377,0.943396226415094,14.1509433962264,3.77358490566038,84.2105263157895,0,64.1509433962264,0,7,3.77358490566038,NA,NA,NA,NA,NA,NA,96.4912280701754,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5750183317696,NA,NA,0,NA,NA,0,47.1698113207547,8.96764473778607,252.203702460486,50.4407404920972,"Good"
"PBEE-448-R-1111","WESTSTEEP","MIEGLE_2020",117,0,4.27350427350427,20.5128205128205,29.9145299145299,0,7,15.7894736842105,18.8034188034188,41.025641025641,41.025641025641,55.5555555555556,8,0,31.5789473684211,3,0.854700854700855,36.7521367521367,39.3162393162393,21.3675213675214,36.8421052631579,0,66.6666666666667,1,9,23.0769230769231,NA,NA,NA,41.0505233250106,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,14.2857142857143,NA,NA,255.336237610725,51.067247522145,"Good"
"PBEE-559-R-1111","WESTSTEEP","MIEGLE_2020",83,0,8.43373493975904,27.710843373494,43.3734939759036,0,13,0,6.02409638554217,34.9397590361446,31.3253012048193,56.6265060240964,8,0,20,0,0,0,0,25.3012048192771,52,0,50.6024096385542,5,13,8.43373493975904,NA,NA,NA,60.3520636396151,NA,NA,NA,NA,NA,96.1488680319806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,71.4285714285714,NA,NA,327.929503100167,65.5859006200334,"Good"
"PBKA-553-S-1111","WESTSTEEP","MIEGLE_2020",141,1,2.83687943262411,34.7517730496454,58.1560283687943,2.12765957446809,17,21.4285714285714,10.6382978723404,23.4042553191489,2.83687943262411,51.063829787234,6,0,3.57142857142857,6,20.5673758865248,0.709219858156028,26.241134751773,0.709219858156028,60.7142857142857,0,41.1347517730496,2,13,0.709219858156028,NA,NA,NA,81.55174009579,NA,NA,NA,NA,NA,8.70742612837358,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,28.5714285714286,NA,NA,218.830594795592,43.7661189591184,"Degraded"
"PXLM-431-X-1111","WESTSTEEP","MIEGLE_2020",115,0,1.73913043478261,37.3913043478261,37.3913043478261,0,10,13.3333333333333,0,36.5217391304348,36.5217391304348,57.3913043478261,2,0,6.66666666666667,2,2.60869565217391,12.1739130434783,13.0434782608696,34.7826086956522,66.6666666666667,0,80,1,3,34.7826086956522,NA,NA,NA,51.772987735302,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,14.2857142857143,NA,NA,266.058702021016,53.2117404042033,"Good"
"PXLM-432-X-1111","WESTSTEEP","MIEGLE_2020",136,1,1.47058823529412,44.1176470588235,57.3529411764706,0.735294117647059,11,22.2222222222222,0.735294117647059,44.1176470588235,44.1176470588235,51.4705882352941,3,0,11.1111111111111,4,6.61764705882353,3.67647058823529,12.5,43.3823529411765,61.1111111111111,0,77.9411764705882,1,5,43.3823529411765,NA,NA,NA,80.4000303692393,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,14.2857142857143,NA,NA,294.685744654954,58.9371489309907,"Good"
"PXLM-434-X-1111","WESTSTEEP","MIEGLE_2020",104,0,0,12.5,10.5769230769231,0,7,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,76.9230769230769,0,3,0,NA,NA,NA,13.3184039537116,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,0,NA,NA,113.318403953712,22.6636807907423,"Severely degraded"
"PXLM-435-X-1111","WESTSTEEP","MIEGLE_2020",133,0,0,8.27067669172932,32.3308270676692,0,6,15.3846153846154,0,8.27067669172932,8.27067669172932,84.9624060150376,2,0,15.3846153846154,2,0,0,1.50375939849624,8.27067669172932,46.1538461538462,0,70.6766917293233,0,4,8.27067669172932,NA,NA,NA,44.5157422453308,NA,NA,NA,NA,NA,25.3857479795252,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,0,NA,NA,169.901490224856,33.9802980449712,"Degraded"
"PXLM-436-X-1111","WESTSTEEP","MIEGLE_2020",121,0,0,23.9669421487603,61.1570247933884,0,3,0,0,23.9669421487603,23.9669421487603,75.2066115702479,1,0,20,0,0,0,0,23.9669421487603,60,0,61.9834710743802,0,3,23.9669421487603,NA,NA,NA,85.8554779770378,NA,NA,NA,NA,NA,73.5633583448752,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,0,NA,NA,259.418836321913,51.8837672643826,"Good"
"PXLM-437-X-1111","WESTSTEEP","MIEGLE_2020",117,0,4.27350427350427,25.6410256410256,75.2136752136752,0,8,13.3333333333333,3.41880341880342,25.6410256410256,25.6410256410256,62.3931623931624,3,0,13.3333333333333,2,0,0.854700854700855,1.70940170940171,23.9316239316239,53.3333333333333,0,40.1709401709402,1,6,23.9316239316239,NA,NA,NA,100,NA,NA,NA,NA,NA,78.7017361602997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,14.2857142857143,NA,NA,292.987450446014,58.5974900892028,"Good"
"PXLM-438-X-1111","WESTSTEEP","MIEGLE_2020",118,2,0,15.2542372881356,79.6610169491525,2.54237288135593,6,18.1818181818182,3.38983050847458,15.2542372881356,15.2542372881356,75.4237288135593,3,0,9.09090909090909,2,0.847457627118644,0.847457627118644,2.54237288135593,12.7118644067797,54.5454545454545,0,22.0338983050847,2,4,12.7118644067797,NA,NA,NA,100,NA,NA,NA,NA,NA,46.8208633767207,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,28.5714285714286,NA,NA,275.392291948149,55.0784583896299,"Good"
"PXLM-439-X-1111","WESTSTEEP","MIEGLE_2020",137,0,2.91970802919708,0.72992700729927,5.10948905109489,0,7,40,0,0,0,95.6204379562044,0,0,0,4,2.91970802919708,0,13.1386861313869,0,70,0,75.9124087591241,0,1,0,NA,NA,NA,5.4775405866842,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,0,NA,NA,105.477540586684,21.0955081173368,"Severely degraded"
"PXLM-443-X-1111","WESTSTEEP","MIEGLE_2020",119,1,4.20168067226891,16.8067226890756,58.8235294117647,1.68067226890756,8,23.5294117647059,3.36134453781513,11.7647058823529,11.7647058823529,78.1512605042017,3,0,23.5294117647059,4,1.68067226890756,5.04201680672269,10.9243697478992,9.2436974789916,47.0588235294118,0,47.0588235294118,1,6,10.9243697478992,NA,NA,NA,82.5090053230528,NA,NA,NA,NA,NA,36.1102083559022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,14.2857142857143,NA,NA,232.904927964669,46.5809855929339,"Degraded"
"PXLM-447-R-1111","WESTSTEEP","MIEGLE_2020",111,0,9.00900900900901,28.8288288288288,42.3423423423423,0,12,18.1818181818182,1.8018018018018,25.2252252252252,25.2252252252252,67.5675675675676,5,0,13.6363636363636,4,9.00900900900901,0.900900900900901,9.00900900900901,22.5225225225225,54.5454545454545,0,69.3693693693694,2,6,22.5225225225225,NA,NA,NA,58.8732860208552,NA,NA,NA,NA,NA,77.4254917901327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,28.5714285714286,NA,NA,264.870206382416,52.9740412764833,"Good"
"PXLM-NANANA-X-1111","WESTSTEEP","MIEGLE_2020",121,0,1.65289256198347,21.4876033057851,47.9338842975207,0,5,0,1.65289256198347,22.3140495867769,22.3140495867769,78.5123966942149,3,0,14.2857142857143,0,0,0,0,20.6611570247934,71.4285714285714,0,71.900826446281,1,4,20.6611570247934,NA,NA,NA,66.8921329377896,NA,NA,NA,NA,NA,68.4900232866079,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,14.2857142857143,NA,NA,249.667870510112,49.9335741020224,"Degraded"
"RHNZ-765-S-1111","WESTSTEEP","MIEGLE_2020",114,0,0.87719298245614,3.50877192982456,92.9824561403509,0,3,3.84615384615385,7.89473684210526,71.0526315789474,56.140350877193,22.8070175438597,18,0,38.4615384615385,1,40.3508771929825,0,0.87719298245614,2.63157894736842,11.5384615384615,0,7.89473684210526,7,21,51.7543859649123,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6587005227782,100,NA,100,NA,NA,462.658700522778,92.5317401045556,"Very good"
"SXDB-534-X-1111","WESTSTEEP","MIEGLE_2020",114,1,9.64912280701754,43.859649122807,76.3157894736842,0.87719298245614,16,11.7647058823529,21.0526315789474,44.7368421052632,38.5964912280702,42.1052631578947,11,0,20.5882352941176,4,21.0526315789474,0.87719298245614,5.26315789473684,28.0701754385965,47.0588235294118,0,42.9824561403509,4,17,38.5964912280702,NA,NA,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,57.1428571428571,NA,NA,357.142857142857,71.4285714285714,"Good"
"SXDB-634-X-1111","WESTSTEEP","MIEGLE_2020",110,2,23.6363636363636,22.7272727272727,46.3636363636364,1.81818181818182,15,20.5882352941176,21.8181818181818,38.1818181818182,32.7272727272727,51.8181818181818,11,0,11.7647058823529,7,5.45454545454545,8.18181818181818,20.9090909090909,19.0909090909091,44.1176470588235,0,56.3636363636364,4,11,20.9090909090909,NA,NA,NA,64.6402357143789,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,57.1428571428571,NA,NA,321.783092857236,64.3566185714472,"Good"
"TGMB-434-S-1111","MIDSIZEDRY","MIEGLE_2020",128,0,3.125,25.78125,87.5,0,8,0,12.5,75.78125,59.375,23.4375,16,0,36,0,23.4375,0,0,27.34375,32,0,29.6875,5,19,53.125,100,0,40.2465133349645,100,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.246513334965,62.8923590478521,"Good"
"TMDB-336-X-1111","MIDSIZEDRY","MIEGLE_2020",121,1,4.13223140495868,10.7438016528926,30.5785123966942,0.826446280991736,17,4.54545454545455,14.8760330578512,10.7438016528926,9.09090909090909,80.1652892561983,4,0,4.54545454545455,1,11.5702479338843,0.826446280991736,0.826446280991736,0,77.2727272727273,0,48.7603305785124,3,7,8.26446280991735,100,4.09698536187773,77.0398785101723,19.9223805111053,99.4962752288514,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.555519612007,57.2222170874295,"Good"
"TMDB-434-X-1111","MIDSIZEDRY","MIEGLE_2020",116,0,1.72413793103448,20.6896551724138,67.2413793103448,0,12,5,18.1034482758621,35.3448275862069,4.31034482758621,56.0344827586207,6,0,10,1,7.75862068965517,0,0.862068965517241,2.58620689655172,60,0,28.448275862069,4,12,4.31034482758621,100,0,52.7045383596433,79.8486095298216,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.553147889465,61.7933068413521,"Good"
"TMDB-435-X-1111","MIDSIZEDRY","MIEGLE_2020",125,0,0,0,1.6,0,12,7.69230769230769,4.8,0,0,99.2,0,0,0,1,0.8,0,5.6,0,92.3076923076923,0,61.6,0,2,0,100,0,100,0,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,57.1428571428571,"Good"
"TMDB-437-R-1111","MIDSIZEDRY","MIEGLE_2020",118,0,5.08474576271186,6.77966101694915,72.0338983050847,0,13,3.7037037037037,3.38983050847458,51.6949152542373,27.9661016949153,43.2203389830508,10,0,22.2222222222222,1,5.93220338983051,0,0.847457627118644,5.08474576271186,48.1481481481481,0,31.3559322033898,6,18,27.1186440677966,100,8.32850183346008,86.7392683705673,87.6820828785302,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.749853082558,68.9642647260796,"Good"
"TMDB-439-R-1111","MIDSIZEDRY","MIEGLE_2020",122,0,0.819672131147541,16.3934426229508,23.7704918032787,0,9,0,9.01639344262295,8.19672131147541,4.91803278688525,87.7049180327869,4,0,11.7647058823529,0,1.63934426229508,0,0,4.0983606557377,52.9411764705882,0,67.2131147540984,3,10,4.91803278688525,100,0,63.2164359604825,8.79452730186121,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.010963262344,53.144423323192,"Good"
"TMDB-635-R-1111","MIDSIZEDRY","MIEGLE_2020",114,0,3.50877192982456,4.3859649122807,78.0701754385965,0,9,13.0434782608696,3.50877192982456,57.8947368421053,14.0350877192982,24.5614035087719,7,0,17.3913043478261,3,0,0,3.50877192982456,1.75438596491228,39.1304347826087,0,15.7894736842105,3,11,13.1578947368421,100,1.32728533906957,92.5961220643976,97.5485051301022,100,0,89.6840041517703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.15591668534,68.7365595264771,"Good"
"TMDB-636-R-1111","MIDSIZEDRY","MIEGLE_2020",111,1,0.900900900900901,3.6036036036036,77.4774774774775,2.7027027027027,8,15,2.7027027027027,49.5495495495495,16.2162162162162,21.6216216216216,8,0,30,3,3.6036036036036,2.7027027027027,4.5045045045045,2.7027027027027,40,0,22.5225225225225,4,11,16.2162162162162,100,0,94.5103900083102,96.5797278154258,95.8108373547384,0,81.0344827586207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.935437937095,66.8479197052993,"Good"
"TUIZ-537-R-1111","MIDSIZEDRY","MIEGLE_2020",124,0,10.4838709677419,49.1935483870968,38.7096774193548,0,18,19.047619047619,18.5483870967742,4.03225806451613,4.03225806451613,96.7741935483871,2,0,0,4,0,6.45161290322581,52.4193548387097,0,85.7142857142857,0,50,1,6,0,100,32.3139536550064,0,33.2129411888768,100,0,63.1404993473959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.667394191279,46.9524848844684,"Degraded"
"UBKW-4310-R-1111","MIDSIZEDRY","MIEGLE_2020",132,0,5.3030303030303,2.27272727272727,3.78787878787879,0,13,5.55555555555556,3.03030303030303,1.51515151515152,0,93.9393939393939,1,0,5.55555555555556,1,12.8787878787879,0.757575757575758,0.757575757575758,0,72.2222222222222,0,90.1515151515152,1,4,0.757575757575758,100,9.2982243581977,97.7667548991258,0,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.064979257324,58.1521398939034,"Good"
"UKXM-434-R-1111","MIDSIZEDRY","MIEGLE_2020",120,0,7.5,33.3333333333333,72.5,0,15,6.66666666666667,33.3333333333333,32.5,20,64.1666666666667,11,0,23.3333333333333,2,11.6666666666667,2.5,3.33333333333333,5,50,0,25,5,17,10,100,19.0581963571746,21.7682081396297,88.4439359267735,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.270340423578,61.3243343462254,"Good"
"UKXM-436-R-1111","MIDSIZEDRY","MIEGLE_2020",127,1,5.51181102362205,70.0787401574803,87.4015748031496,3.1496062992126,11,10.5263157894737,1.5748031496063,75.5905511811024,75.5905511811024,23.6220472440945,7,0,31.5789473684211,2,3.93700787401575,1.5748031496063,4.7244094488189,73.2283464566929,57.8947368421053,0,70.0787401574803,2,11,66.9291338582677,100,10.2257264487874,0,100,94.9330066799988,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.158733128786,57.879819018398,"Good"
"UKXM-4410-R-1111","MIDSIZEDRY","MIEGLE_2020",111,0,26.1261261261261,31.5315315315315,49.5495495495495,0,10,8.33333333333333,10.8108108108108,27.9279279279279,24.3243243243243,55.8558558558559,4,0,4.16666666666667,2,0,6.30630630630631,7.20720720720721,22.5225225225225,41.6666666666667,0,41.4414414414414,2,10,0.900900900900901,100,100,26.1768252225801,50.9309407478744,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.107765970454,68.1582522814935,"Good"
"UKXM-NANANA-R-1111","MIDSIZEDRY","MIEGLE_2020",116,0,6.89655172413793,11.2068965517241,52.5862068965517,0,10,7.40740740740741,9.48275862068965,68.1034482758621,55.1724137931034,25,13,0,25.9259259259259,2,51.7241379310345,1.72413793103448,2.58620689655172,6.03448275862069,37.037037037037,0,48.2758620689655,6,18,14.6551724137931,100,16.3773954870632,75.9067860246534,55.8944212104474,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.178602722164,64.0255146745949,"Good"
"URGN-5310-R-1111","MIDSIZEDRY","MIEGLE_2020",115,3,20,0,20.8695652173913,2.60869565217391,18,17.8571428571429,28.695652173913,3.47826086956522,2.60869565217391,46.0869565217391,3,0,0,5,15.6521739130435,2.60869565217391,40,0,64.2857142857143,0,65.2173913043478,3,8,0,71.4285714285714,74.5890715237672,100,4.05290163025712,95.9954907637519,0,68.403435644815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.469470991163,59.2099244273089,"Good"
"URGN-634-R-1111","MIDSIZEDRY","MIEGLE_2020",111,0,23.4234234234234,4.5045045045045,35.1351351351351,0,13,10,25.2252252252252,6.30630630630631,5.40540540540541,58.5585585585586,3,0,5,2,8.10810810810811,1.8018018018018,30.6306306306306,0,65,0,57.6576576576577,1,9,1.8018018018018,100,89.7975274252484,92.3060814668351,27.3702764549447,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.473885347028,72.781983621004,"Good"
"URGN-639-R-1111","MIDSIZEDRY","MIEGLE_2020",115,0,9.56521739130435,15.6521739130435,37.3913043478261,0,13,0,12.1739130434783,5.21739130434783,0,93.9130434782609,2,0,0,0,13.0434782608696,0,0,0,81.25,0,44.3478260869565,2,9,0,100,28.2328626890464,65.030159253625,31.0580326051424,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.321054547814,60.6172935068305,"Good"
"UTVD-434-R-1111","MIDSIZEDRY","MIEGLE_2020",123,1,35.7723577235772,1.6260162601626,4.8780487804878,39.8373983739837,10,15.3846153846154,42.2764227642276,3.2520325203252,0,94.3089430894309,1,0,0,2,39.8373983739837,39.8373983739837,40.650406504065,0,76.9230769230769,0,47.9674796747967,1,3,0,100,100,99.349116074963,0,22.8689876763234,0,79.3341494933007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.552253244587,57.3646076063696,"Good"
"UTVD-438-R-1111","MIDSIZEDRY","MIEGLE_2020",117,0,5.12820512820513,7.69230769230769,58.1196581196581,0,4,11.1111111111111,0,48.7179487179487,1.70940170940171,44.4444444444444,3,0,11.1111111111111,1,0,0,5.12820512820513,0,44.4444444444444,0,37.6068376068376,3,5,1.70940170940171,100,8.52156876146215,84.5062204739229,64.9389639092156,100,20,98.2267413301896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.19349447479,68.0276420678272,"Good"
"UTVD-444-R-1111","MIDSIZEDRY","MIEGLE_2020",132,0,9.09090909090909,21.2121212121212,39.3939393939394,0,10,12.5,25.7575757575758,5.3030303030303,0.757575757575758,77.2727272727273,2,0,6.25,2,0,0,20.4545454545455,0,62.5,0,40.1515151515151,2,7,0.757575757575758,100,26.1257622874682,51.4261776067502,34.3313818142193,100,0,92.0866489832007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.969970691638,57.7099958130912,"Good"
"UXED-432-R-1111","MIDSIZEDRY","MIEGLE_2020",126,2,22.2222222222222,15.8730158730159,65.0793650793651,1.58730158730159,12,11.4285714285714,7.14285714285714,42.8571428571429,26.1904761904762,33.3333333333333,15,0,28.5714285714286,4,23.015873015873,2.38095238095238,3.17460317460317,7.93650793650794,34.2857142857143,0,42.8571428571429,7,23,22.2222222222222,85.7142857142857,84.4612271089392,64.4898070148865,76.3147516825189,98.0017647077164,0,96.8232916508778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.805127879225,72.2578754113178,"Good"
"UXED-636-R-1111","MIDSIZEDRY","MIEGLE_2020",111,0,0.900900900900901,0,79.2792792792793,0,7,6.66666666666667,0,62.1621621621622,7.20720720720721,29.7297297297297,7,0,33.3333333333333,1,6.30630630630631,0.900900900900901,0.900900900900901,0,46.6666666666667,0,20.7207207207207,5,10,7.20720720720721,100,0,100,99.524810852042,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.524810852042,71.3606872645774,"Good"
"UXED-638-R-1111","MIDSIZEDRY","MIEGLE_2020",120,0,1.66666666666667,7.5,79.1666666666667,0,7,4.54545454545455,0.833333333333333,62.5,17.5,22.5,9,0,27.2727272727273,1,5.83333333333333,0,0.833333333333333,0,31.8181818181818,0,25.8333333333333,7,16,15.8333333333333,100,0,84.9767555664301,99.3407431622535,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.317498728684,69.1882141040977,"Good"
"UXED-NANANA-R-1111","MIDSIZEDRY","MIEGLE_2020",129,1,0.775193798449612,3.10077519379845,62.7906976744186,0.775193798449612,6,5.88235294117647,0,60.4651162790698,10.077519379845,37.2093023255814,8,0,29.4117647058824,1,3.87596899224806,0,0.775193798449612,0,35.2941176470588,0,36.4341085271318,6,10,7.75193798449612,100,0,95.7407017523894,72.5738765518447,99.5969479504034,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.911526254638,66.8445037506625,"Good"
"VAKB-438-R-1111","MIDSIZEDRY","MIEGLE_2020",118,1,4.23728813559322,2.54237288135593,44.0677966101695,1.69491525423729,15,7.40740740740741,10.1694915254237,5.93220338983051,1.69491525423729,72.0338983050847,5,0,7.40740740740741,2,27.1186440677966,1.69491525423729,4.23728813559322,0,55.5555555555556,0,50,2,15,1.69491525423729,100,4.56369673741991,97.1069907478446,41.9708999839318,97.7903844937394,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.431971962936,63.0617102804194,"Good"
"VHGH-434-R-1111","MIDSIZEDRY","MIEGLE_2020",135,0,0.740740740740741,31.1111111111111,7.40740740740741,0,3,20,0,5.92592592592593,2.22222222222222,60.7407407407407,4,0,20,2,2.96296296296296,59.2592592592593,90.3703703703704,0,30,0,91.8518518518518,4,5,2.22222222222222,100,0,27.2055025419351,0,100,40,58.9301503094607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.135652851396,46.5908075501994,"Degraded"
"VHGH-555-R-1111","MIDSIZEDRY","MIEGLE_2020",114,1,2.63157894736842,14.9122807017544,28.9473684210526,1.75438596491228,13,29.4117647058824,16.6666666666667,8.7719298245614,0,88.5964912280702,1,0,0,5,0,0,5.26315789473684,0,76.4705882352941,0,64.0350877192982,1,4,0,100,0,66.8405170008457,17.2562412897232,97.673569112331,0,17.3219951110418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.092322513942,42.7274746448488,"Degraded"
"VHGH-645-R-1111","MIDSIZEDRY","MIEGLE_2020",118,0,0.847457627118644,5.93220338983051,29.6610169491525,0,11,14.2857142857143,11.0169491525424,20.3389830508475,2.54237288135593,73.728813559322,4,0,4.76190476190476,3,1.69491525423729,0,2.54237288135593,2.54237288135593,52.3809523809524,0,54.2372881355932,2,9,2.54237288135593,100,0,88.8128128460227,18.4227148564115,100,0,84.1922445370721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.427772239506,55.9182531770723,"Good"
"VHKL-435-S-1111","MIDSIZEDRY","MIEGLE_2020",116,0,4.31034482758621,30.1724137931034,87.0689655172414,0,9,11.7647058823529,6.03448275862069,31.8965517241379,31.8965517241379,62.9310344827586,5,0,23.5294117647059,2,2.58620689655172,0,3.44827586206897,25,52.9411764705882,0,40.5172413793103,2,8,26.7241379310345,100,4.88824890087165,29.5022906946331,100,100,0,95.3372861080772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.727825703582,61.389689386226,"Good"
