"SAMPLEID","INDEX_REGION","INDEX_NAME","ni_total","nt_CruMol","pi_ffg_pred","pi_ffg_shred","pi_habit_cling","pi_CruMol","nt_tv_toler","pt_NonIns","pi_habit_climb","pi_EPT","pi_EPTNoBaeHydro","pi_tv_toler","nt_EPT","pi_Cru","pt_tv_intol","nt_NonIns","pi_ffg_scrap","pi_IsopGastHiru","pi_NonIns","pi_Pleco","pt_tv_toler","pi_ffg_col","pi_habit_sprawl","nt_Trich","nt_habit_cling","pi_tv_intol","SC_nt_CruMol","SC_pi_ffg_pred","SC_pi_ffg_shred","SC_pi_habit_cling","SC_pi_CruMol","SC_nt_tv_toler","SC_pt_NonIns","SC_pi_habit_climb","SC_pi_EPT","SC_pi_EPTNoBaeHydro","SC_pi_tv_toler","SC_nt_EPT","SC_pi_Cru","SC_pt_tv_intol","SC_nt_NonIns","SC_pi_ffg_scrap","SC_pi_IsopGastHiru","SC_pi_NonIns","SC_pi_Pleco","SC_pt_tv_toler","SC_pi_ffg_col","SC_pi_habit_sprawl","SC_nt_Trich","SC_nt_habit_cling","SC_pi_tv_intol","sum_Index","Index","Index_Nar"
"ITME-848-X-1111","WESTFLAT","MIEGLE_2020",108,1,2.77777777777778,44.4444444444444,25.9259259259259,4.62962962962963,14,19.047619047619,3.7037037037037,12.037037037037,10.1851851851852,46.2962962962963,5,0,4.76190476190476,4,7.40740740740741,0.925925925925926,56.4814814814815,0,66.6666666666667,0,66.6666666666667,4,8,0.925925925925926,NA,NA,NA,NA,NA,NA,96.5747372774613,NA,19.0244923334503,NA,NA,NA,NA,15.3313096004661,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,230.930539211378,38.4884232018963,"Degraded"
"ITME-849-X-1111","WESTFLAT","MIEGLE_2020",111,1,2.7027027027027,32.4324324324324,34.2342342342342,0.900900900900901,11,8.33333333333333,6.30630630630631,30.6306306306306,11.7117117117117,37.8378378378378,7,0,16.6666666666667,2,6.30630630630631,0,27.9279279279279,0,45.8333333333333,0,63.963963963964,5,12,9.90990990990991,NA,NA,NA,NA,NA,NA,100,NA,49.9262599811046,NA,NA,NA,NA,53.6595836016313,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,303.585843582736,50.5976405971226,"Good"
"ITME-NA31-X-1111","WESTFLAT","MIEGLE_2020",113,1,2.65486725663717,8.84955752212389,15.0442477876106,0.884955752212389,10,20,0.884955752212389,6.19469026548673,4.42477876106195,81.4159292035398,3,0,5,4,14.1592920353982,0.884955752212389,7.07964601769912,0,50,0,73.4513274336283,2,7,4.42477876106195,NA,NA,NA,NA,NA,NA,92.8148440584287,NA,9.31475862636983,NA,NA,NA,NA,16.0978750804894,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,218.227477765288,36.3712462942147,"Degraded"
"ITME-NA32-X-1111","WESTFLAT","MIEGLE_2020",127,2,3.93700787401575,3.1496062992126,14.9606299212598,3.93700787401575,10,25,5.51181102362205,4.7244094488189,1.5748031496063,81.8897637795276,4,0,10,5,22.0472440944882,3.93700787401575,7.08661417322835,0,50,0,74.8031496062992,4,9,1.5748031496063,NA,NA,NA,NA,NA,NA,73.0754046585077,NA,6.87121397510204,NA,NA,NA,NA,32.1957501609788,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,212.142368794588,35.3570614657648,"Degraded"
"ITME-NA34-X-1111","WESTFLAT","MIEGLE_2020",121,1,4.95867768595041,37.1900826446281,24.7933884297521,0.826446280991736,10,14.8148148148148,10.7438016528926,23.9669421487603,15.702479338843,35.5371900826446,9,0,11.1111111111111,4,10.7438016528926,0,38.8429752066116,1.65289256198347,37.037037037037,0,62.8099173553719,6,15,4.13223140495868,NA,NA,NA,NA,NA,NA,100,NA,38.8514910233677,NA,NA,NA,NA,35.7730557344208,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,274.624546757788,45.7707577929648,"Degraded"
"ITME-NA35-X-1111","WESTFLAT","MIEGLE_2020",108,0,1.85185185185185,36.1111111111111,25,0,15,3.7037037037037,5.55555555555556,18.5185185185185,11.1111111111111,56.4814814814815,9,0,14.8148148148148,1,8.33333333333333,0,22.2222222222222,2.77777777777778,55.5555555555556,0,67.5925925925926,4,10,6.48148148148148,NA,NA,NA,NA,NA,NA,100,NA,29.7964409481777,NA,NA,NA,NA,47.6974076458944,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,277.493848594072,46.2489747656787,"Degraded"
"ITME-NA37-X-1111","WESTFLAT","MIEGLE_2020",106,0,3.77358490566038,28.3018867924528,43.3962264150943,0,9,10.3448275862069,8.49056603773585,33.9622641509434,12.2641509433962,31.1320754716981,10,0,20.6896551724138,3,7.54716981132075,0,25.4716981132075,1.88679245283019,31.0344827586207,0,48.1132075471698,6,15,10.377358490566,NA,NA,NA,NA,NA,NA,100,NA,55.463294251194,NA,NA,NA,NA,66.6118968847836,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,322.075191135978,53.6791985226629,"Good"
"ITME-NA38-X-1111","WESTFLAT","MIEGLE_2020",241,2,2.9045643153527,22.8215767634855,36.9294605809129,0.829875518672199,16,11.6279069767442,4.9792531120332,21.9917012448133,9.54356846473029,46.0580912863071,12,0,20.9302325581395,5,14.5228215767635,0.4149377593361,22.4066390041494,1.2448132780083,37.2093023255814,0,41.49377593361,6,25,9.12863070539419,NA,NA,NA,NA,NA,NA,100,NA,35.5687240232895,NA,NA,NA,NA,67.3864538253044,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,302.955177848594,50.4925296414323,"Good"
"ITME-NA39-X-1111","WESTFLAT","MIEGLE_2020",118,0,2.54237288135593,41.5254237288136,25.4237288135593,0,8,9.52380952380952,1.69491525423729,16.1016949152542,2.54237288135593,37.2881355932203,6,0,14.2857142857143,2,10.1694915254237,0,41.5254237288136,0,38.0952380952381,0,69.4915254237288,5,14,2.54237288135593,NA,NA,NA,NA,NA,NA,100,NA,25.7797821426861,NA,NA,NA,NA,45.9939288013982,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,271.773710944084,45.2956184906807,"Degraded"
"ITME-NA43-X-1111","WESTFLAT","MIEGLE_2020",118,0,1.69491525423729,5.08474576271186,26.271186440678,0,16,7.69230769230769,0.847457627118644,15.2542372881356,6.77966101694915,80.5084745762712,6,0,11.5384615384615,2,9.32203389830508,0,2.54237288135593,0,61.5384615384615,0,69.4915254237288,3,13,6.77966101694915,NA,NA,NA,NA,NA,NA,100,NA,24.3713433407605,NA,NA,NA,NA,37.148942493437,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,261.520285834198,43.5867143056996,"Degraded"
"ITME-NANANA-X-1111","WESTFLAT","MIEGLE_2020",130,0,6.15384615384615,4.61538461538461,23.8461538461538,0,11,13.0434782608696,1.53846153846154,7.69230769230769,3.07692307692308,72.3076923076923,5,0,13.0434782608696,3,13.8461538461538,0,5.38461538461539,0,47.8260869565217,0,71.5384615384615,5,10,2.30769230769231,NA,NA,NA,NA,NA,NA,100,NA,11.8037355697319,NA,NA,NA,NA,41.9944567317114,NA,NA,NA,NA,NA,0,100,0,NA,NA,NA,253.798192301443,42.2996987169072,"Degraded"
"ITQE-527-S-1111","WESTFLAT","MIEGLE_2020",110,0,19.0909090909091,19.0909090909091,79.0909090909091,0,12,3.33333333333333,10,67.2727272727273,56.3636363636364,26.3636363636364,11,0,23.3333333333333,1,10.9090909090909,0,0.909090909090909,23.6363636363636,40,0,26.3636363636364,3,15,54.5454545454545,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,75.1234170422837,NA,NA,NA,NA,NA,0,100,2.51933321876612,NA,NA,NA,377.64275026105,62.9404583768416,"Good"
"KDZK-4310-R-1111","EAST","MIEGLE_2020",127,0,7.08661417322835,3.93700787401575,75.5905511811024,0,12,0,5.51181102362205,66.1417322834646,33.0708661417323,28.3464566929134,16,0,28.125,0,12.5984251968504,0,0,3.1496062992126,37.5,0,18.1102362204724,7,20,28.3464566929134,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,100,100,67.3632525972276,467.363252597228,93.4726505194455,"Very good"
"KDZK-434-R-1111","EAST","MIEGLE_2020",123,0,6.50406504065041,3.2520325203252,95.1219512195122,0,5,0,2.4390243902439,79.6747967479675,42.2764227642276,14.6341463414634,14,0,45.8333333333333,0,12.1951219512195,0,0,4.8780487804878,20.8333333333333,0,7.31707317073171,7,19,43.0894308943089,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,41.7011148690968,NA,NA,100,100,100,541.701114869097,108.340222973819,NA
"KDZK-442-S-1111","EAST","MIEGLE_2020",125,0,4,7.2,96,0,5,0,1.6,58.4,54.4,39.2,11,0,42.1052631578947,0,8.8,0,0,8,26.3157894736842,0,8.8,5,14,53.6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,21.0981229850274,NA,NA,71.4285714285714,100,100,492.526694413599,98.5053388827198,"Very good"
"KDZK-738-R-1111","EAST","MIEGLE_2020",117,3,3.41880341880342,0,65.8119658119658,4.27350427350427,14,19.2307692307692,0.854700854700855,58.1196581196581,11.1111111111111,32.4786324786325,6,0,11.5384615384615,5,13.6752136752137,0.854700854700855,6.83760683760684,0,53.8461538461538,0,28.2051282051282,3,10,11.1111111111111,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.760340880274,NA,NA,0,NA,NA,42.8571428571429,75.4716981132076,26.4047317279256,344.49391357855,68.89878271571,"Good"
"KDZK-NANANA-R-1111","EAST","MIEGLE_2020",115,0,19.1304347826087,3.47826086956522,65.2173913043478,0,15,2.94117647058824,6.08695652173913,47.8260869565217,19.1304347826087,47.8260869565217,14,0,23.5294117647059,1,6.08695652173913,0,1.73913043478261,2.60869565217391,44.1176470588235,0,26.0869565217391,6,19,16.5217391304348,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,85.7142857142857,100,39.2626880476112,424.976973761897,84.9953947523794,"Very good"
"LHNM-434-R-1111","EAST","MIEGLE_2020",111,0,11.7117117117117,39.6396396396396,66.6666666666667,0,17,9.67741935483871,27.027027027027,30.6306306306306,18.018018018018,49.5495495495495,5,0,3.2258064516129,3,0,1.8018018018018,9.00900900900901,3.6036036036036,54.8387096774194,0,22.5225225225225,3,12,0.900900900900901,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7814421190936,NA,NA,0,NA,NA,42.8571428571429,94.3396226415094,2.14092419415613,337.119131811902,67.4238263623804,"Good"
"LHNM-438-R-1111","EAST","MIEGLE_2020",97,0,6.18556701030928,52.5773195876289,40.2061855670103,0,9,21.4285714285714,20.6185567010309,1.03092783505155,1.03092783505155,65.979381443299,1,0,7.14285714285714,3,0,0,11.340206185567,0,64.2857142857143,0,3.09278350515464,1,4,1.03092783505155,NA,NA,NA,NA,NA,NA,95.2380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,14.2857142857143,18.8679245283019,2.44992356238485,230.841657614496,46.1683315228993,"Degraded"
"LMVE-384-S-1111","EAST","MIEGLE_2020",124,0,13.7096774193548,9.67741935483871,89.5161290322581,0,8,0,8.06451612903226,67.741935483871,54.8387096774194,19.3548387096774,12,0,33.3333333333333,0,17.741935483871,0,0,13.7096774193548,33.3333333333333,0,14.5161290322581,6,18,54.0322580645161,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,85.7142857142857,100,100,485.714285714286,97.1428571428571,"Very good"
"LPTG-535-R-1111","EAST","MIEGLE_2020",125,0,3.2,5.6,30.4,0,9,0,6.4,20,2.4,78.4,3,0,7.14285714285714,0,0.8,0,0,0,64.2857142857143,0,62.4,3,9,2.4,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,42.8571428571429,66.0377358490566,5.70342205323194,314.598300759431,62.9196601518863,"Good"
"LTOT-438-R-1111","EAST","MIEGLE_2020",127,0,4.7244094488189,29.9212598425197,68.503937007874,0,9,7.14285714285714,3.93700787401575,63.7795275590551,46.4566929133858,22.0472440944882,13,0,32.1428571428571,2,3.93700787401575,0,11.0236220472441,20.4724409448819,32.1428571428571,0,46.4566929133858,3,15,44.0944881889764,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,42.8571428571429,100,100,442.857142857143,88.5714285714286,"Very good"
"LTOT-441-R-1111","EAST","MIEGLE_2020",121,0,9.91735537190083,21.4876033057851,81.8181818181818,0,7,8,5.78512396694215,80.1652892561983,73.5537190082645,14.8760330578512,16,0,48,2,19.8347107438017,0,1.65289256198347,25.6198347107438,28,0,29.7520661157025,4,17,64.4628099173554,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,14.7688838782413,NA,NA,57.1428571428571,100,100,471.911741021098,94.3823482042197,"Very good"
"LTOT-442-R-1111","EAST","MIEGLE_2020",129,0,7.75193798449612,28.6821705426357,69.7674418604651,0,6,7.40740740740741,25.5813953488372,68.9922480620155,60.4651162790698,27.1317829457364,19,0,48.1481481481481,2,16.2790697674419,0,1.55038759689922,27.906976744186,22.2222222222222,0,48.8372093023256,6,19,53.4883720930233,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,36.4816902584659,NA,NA,85.7142857142857,100,100,522.195975972752,104.43919519455,NA
"LTOT-449-R-1111","EAST","MIEGLE_2020",127,0,7.08661417322835,29.1338582677165,85.8267716535433,0,5,4,2.36220472440945,78.740157480315,64.5669291338583,14.1732283464567,17,0,56,1,22.8346456692913,0,5.51181102362205,27.5590551181102,20,0,26.7716535433071,6,18,56.6929133858268,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,44.8327696354754,NA,NA,85.7142857142857,100,100,530.547055349761,106.109411069952,NA
"LTOT-5109-S-1111","EAST","MIEGLE_2020",119,0,6.72268907563025,46.218487394958,59.6638655462185,0,3,5.55555555555556,1.68067226890756,58.8235294117647,56.3025210084034,3.36134453781513,13,0,55.5555555555556,1,13.4453781512605,0,36.9747899159664,15.1260504201681,16.6666666666667,0,43.6974789915966,1,14,52.1008403361345,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,57.3593887009896,NA,NA,14.2857142857143,100,100,471.645102986704,94.3290205973408,"Very good"
"LTOT-537-S-1111","EAST","MIEGLE_2020",116,0,7.75862068965517,1.72413793103448,87.9310344827586,0,6,0,8.62068965517241,81.0344827586207,72.4137931034483,17.2413793103448,13,0,42.8571428571429,0,42.2413793103448,0,0,7.75862068965517,28.5714285714286,0,13.7931034482759,3,14,71.551724137931,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,12.6214634670102,NA,NA,42.8571428571429,100,100,455.478606324153,91.0957212648306,"Very good"
"LTOT-547-R-1111","EAST","MIEGLE_2020",129,0,6.97674418604651,15.5038759689922,90.6976744186046,0,7,7.69230769230769,3.87596899224806,82.9457364341085,61.2403100775194,14.7286821705426,16,0,46.1538461538462,2,32.5581395348837,0.775193798449612,1.55038759689922,16.2790697674419,26.9230769230769,0,17.8294573643411,6,18,55.0387596899225,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9264651098002,NA,NA,18.8159454224843,NA,NA,85.7142857142857,100,100,504.45669624657,100.891339249314,NA
"LTOT-558-S-1111","EAST","MIEGLE_2020",113,0,7.9646017699115,3.53982300884956,95.5752212389381,0,6,0,6.19469026548673,84.9557522123894,68.141592920354,15.0442477876106,15,0,52.3809523809524,0,15.929203539823,0,0,8.84955752212389,28.5714285714286,0,12.3893805309735,4,16,68.141592920354,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,12.6214634670102,NA,NA,57.1428571428571,100,100,469.764320609867,93.9528641219735,"Very good"
"LTOT-NANANA-R-1111","EAST","MIEGLE_2020",122,0,16.3934426229508,19.672131147541,74.5901639344262,0,7,3.33333333333333,20.4918032786885,72.1311475409836,53.2786885245902,21.3114754098361,17,0,43.3333333333333,1,17.2131147540984,0,0.819672131147541,24.5901639344262,23.3333333333333,0,40.1639344262295,5,19,51.6393442622951,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,32.3061505699612,NA,NA,71.4285714285714,100,100,503.734721998533,100.746944399707,NA
"LUIT-431-X-1111","EAST","MIEGLE_2020",120,0,2.5,2.5,74.1666666666667,0,7,0,3.33333333333333,69.1666666666667,12.5,23.3333333333333,8,0,25,0,5,0,0,0,35,0,24.1666666666667,7,10,11.6666666666667,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,100,75.4716981132076,27.7249683143219,403.196666427529,80.6393332855059,"Very good"
"LUIT-5310-X-1111","EAST","MIEGLE_2020",109,0,7.3394495412844,0,55.9633027522936,0,9,4.76190476190476,1.8348623853211,38.5321100917431,11.9266055045872,44.0366972477064,7,0,4.76190476190476,1,11.9266055045872,0,3.6697247706422,0,42.8571428571429,0,35.7798165137615,6,12,8.25688073394495,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,85.7142857142857,94.3396226415094,19.6218648620365,399.675773217832,79.9351546435663,"Very good"
"LUIT-534-X-1111","EAST","MIEGLE_2020",121,2,2.47933884297521,9.09090909090909,65.2892561983471,1.65289256198347,7,16.6666666666667,0.826446280991736,56.198347107438,13.2231404958678,39.6694214876033,6,0,16.6666666666667,3,4.95867768595041,0,2.47933884297521,9.09090909090909,38.8888888888889,0,42.1487603305785,4,11,12.396694214876,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,57.1428571428571,84.9056603773585,29.4598246551237,371.508342175339,74.3016684350679,"Good"
"LUIT-537-X-1111","EAST","MIEGLE_2020",124,2,2.41935483870968,4.03225806451613,33.0645161290323,2.41935483870968,16,14.2857142857143,4.03225806451613,26.6129032258065,4.83870967741935,67.741935483871,6,0,10.7142857142857,4,0.806451612903226,0,4.03225806451613,3.2258064516129,57.1428571428571,0,64.5161290322581,5,13,4.83870967741935,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,71.4285714285714,100,11.4988347847418,382.927406213313,76.5854812426627,"Very good"
"LUIT-538-X-1111","EAST","MIEGLE_2020",118,1,7.6271186440678,6.77966101694915,56.7796610169492,1.69491525423729,12,18.1818181818182,0.847457627118644,44.9152542372881,15.2542372881356,44.9152542372881,5,0,18.1818181818182,4,8.47457627118644,0,5.08474576271186,5.08474576271186,54.5454545454545,0,44.9152542372881,3,12,16.1016949152542,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,42.8571428571429,94.3396226415094,38.2644841141973,375.46124961285,75.0922499225699,"Very good"
"LUIT-539-X-1111","EAST","MIEGLE_2020",117,2,9.4017094017094,4.27350427350427,47.8632478632479,1.70940170940171,9,18.1818181818182,4.27350427350427,28.2051282051282,4.27350427350427,60.6837606837607,6,0,13.6363636363636,4,1.70940170940171,0,3.41880341880342,3.41880341880342,40.9090909090909,0,53.8461538461538,3,15,5.98290598290598,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,42.8571428571429,100,14.217932468883,357.075075326026,71.4150150652052,"Good"
"LUIT-635-X-1111","EAST","MIEGLE_2020",106,2,18.8679245283019,12.2641509433962,60.377358490566,1.88679245283019,10,11.5384615384615,1.88679245283019,32.0754716981132,12.2641509433962,44.3396226415094,8,0,23.0769230769231,3,4.71698113207547,0.943396226415094,2.83018867924528,9.43396226415094,38.4615384615385,0,43.3962264150943,4,16,12.2641509433962,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5750183317696,NA,NA,0,NA,NA,57.1428571428571,100,29.1448453978047,385.862720872431,77.1725441744863,"Very good"
"LUIT-636-X-1111","EAST","MIEGLE_2020",110,0,4.54545454545455,6.36363636363636,66.3636363636364,0,12,4.34782608695652,1.81818181818182,44.5454545454545,12.7272727272727,42.7272727272727,6,0,13.0434782608696,1,3.63636363636364,0,0.909090909090909,6.36363636363636,52.1739130434783,0,35.4545454545455,5,13,11.8181818181818,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,71.4285714285714,100,28.0850328378845,399.513604266456,79.9027208532912,"Very good"
"MHPG-437-R-1111","EAST","MIEGLE_2020",118,0,11.864406779661,27.1186440677966,89.8305084745763,0,6,0,4.23728813559322,44.9152542372881,44.9152542372881,54.2372881355932,11,0,50,0,0.847457627118644,0,0,36.4406779661017,33.3333333333333,0,38.9830508474576,3,12,40.6779661016949,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,42.8571428571429,94.3396226415094,96.6681703937617,433.864935892414,86.7729871784828,"Very good"
"MHPG-534-R-1111","EAST","MIEGLE_2020",106,2,7.54716981132075,10.377358490566,69.811320754717,1.88679245283019,10,21.0526315789474,4.71698113207547,16.0377358490566,16.0377358490566,76.4150943396226,6,0,31.5789473684211,4,1.88679245283019,2.83018867924528,5.66037735849057,15.0943396226415,52.6315789473684,0,31.1320754716981,1,8,16.0377358490566,NA,NA,NA,NA,NA,NA,96.4912280701754,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6327022999472,NA,NA,0,NA,NA,14.2857142857143,56.6037735849057,38.1124901355908,301.125908376333,60.2251816752667,"Good"
"MHPG-7410-R-1111","EAST","MIEGLE_2020",118,1,12.7118644067797,5.08474576271186,77.1186440677966,3.38983050847458,12,10.5263157894737,14.4067796610169,52.5423728813559,44.0677966101695,21.1864406779661,16,0,26.3157894736842,4,44.9152542372881,3.38983050847458,5.93220338983051,6.77966101694915,31.5789473684211,0,14.4067796610169,4,22,40.6779661016949,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4633712735592,NA,NA,1.31925077632074,NA,NA,57.1428571428571,100,96.6681703937617,449.593649586499,89.9187299172997,"Very good"
"MNVD-536-R-1111","EAST","MIEGLE_2020",128,1,3.90625,0,80.46875,0.78125,12,11.7647058823529,1.5625,35.15625,0.78125,63.28125,3,0,5.88235294117647,2,1.5625,0.78125,1.5625,0,70.5882352941177,0,17.96875,1,6,0.78125,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9138111157543,NA,NA,0,NA,NA,14.2857142857143,37.7358490566038,1.85658269961977,253.791957157692,50.7583914315384,"Good"
"MNVD-539-R-1111","EAST","MIEGLE_2020",122,1,8.19672131147541,9.83606557377049,72.1311475409836,0.819672131147541,17,7.14285714285714,15.5737704918033,31.1475409836066,0.819672131147541,53.2786885245902,4,0,3.57142857142857,2,2.45901639344262,0,9.83606557377049,0,60.7142857142857,0,25.4098360655738,2,14,0.819672131147541,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,28.5714285714286,100,1.94789004550271,330.519318616931,66.1038637233863,"Good"
"MNVD-6310-R-1111","EAST","MIEGLE_2020",117,2,11.965811965812,29.0598290598291,41.8803418803419,1.70940170940171,10,18.1818181818182,33.3333333333333,41.025641025641,5.98290598290598,34.1880341880342,3,0,0,4,26.4957264957265,1.70940170940171,10.2564102564103,0,45.4545454545455,0,15.3846153846154,1,6,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9745054128673,NA,NA,0,NA,NA,14.2857142857143,37.7358490566038,0,249.996068755185,49.9992137510371,"Degraded"
"MNVD-632-R-1111","EAST","MIEGLE_2020",132,3,0.757575757575758,10.6060606060606,28.030303030303,3.03030303030303,7,30.7692307692308,3.78787878787879,75.7575757575758,1.51515151515152,18.1818181818182,3,0,0,4,23.4848484848485,1.51515151515152,6.81818181818182,0,53.8461538461538,0,10.6060606060606,1,3,0,NA,NA,NA,NA,NA,NA,64.1025641025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3803771100052,NA,NA,0,NA,NA,14.2857142857143,9.43396226415094,0,186.202617762435,37.2405235524869,"Degraded"
"NFHG-442-S-1111","EAST","MIEGLE_2020",116,0,6.89655172413793,9.48275862068965,90.5172413793103,0,8,3.33333333333333,9.48275862068965,62.0689655172414,40.5172413793103,35.3448275862069,19,0,46.6666666666667,1,18.9655172413793,0,0.862068965517241,12.9310344827586,26.6666666666667,0,16.3793103448276,6,21,39.6551724137931,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,19.7795315044469,NA,NA,85.7142857142857,100,94.237577028976,499.731394247709,99.9462788495417,"Very good"
"NFHG-463-R-1111","EAST","MIEGLE_2020",142,0,9.15492957746479,9.15492957746479,69.7183098591549,0,9,17.6470588235294,0,14.7887323943662,14.7887323943662,78.169014084507,5,0,29.4117647058824,3,5.63380281690141,0.704225352112676,3.52112676056338,13.3802816901408,52.9411764705882,0,33.0985915492958,1,8,14.7887323943662,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,14.2857142857143,56.6037735849057,35.1443260322391,306.033813902859,61.2067627805718,"Good"
"NFHG-511-S-1111","EAST","MIEGLE_2020",115,0,7.82608695652174,8.69565217391304,78.2608695652174,0,5,0,18.2608695652174,69.5652173913043,52.1739130434783,24.3478260869565,15,0,45.8333333333333,0,27.8260869565217,0,0,9.56521739130435,20.8333333333333,0,29.5652173913043,4,18,50.4347826086956,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,41.7011148690968,NA,NA,57.1428571428571,100,100,498.843972011954,99.7687944023908,"Very good"
"NFHG-521-X-1111","EAST","MIEGLE_2020",110,0,3.63636363636364,12.7272727272727,58.1818181818182,0,12,9.67741935483871,7.27272727272727,28.1818181818182,17.2727272727273,55.4545454545455,10,0,19.3548387096774,3,16.3636363636364,1.81818181818182,3.63636363636364,0.909090909090909,38.7096774193548,0,33.6363636363636,5,19,15.4545454545455,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7472172624701,NA,NA,0,NA,NA,71.4285714285714,100,36.7265814033875,405.902370094429,81.1804740188858,"Very good"
"NFHG-522-X-1111","EAST","MIEGLE_2020",130,0,7.69230769230769,9.23076923076923,36.9230769230769,0,14,3.44827586206897,9.23076923076923,26.9230769230769,12.3076923076923,67.6923076923077,10,0,17.2413793103448,1,10,0,3.07692307692308,1.53846153846154,48.2758620689655,0,50.7692307692308,3,15,10.7692307692308,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,42.8571428571429,100,25.5922784439895,368.449421301132,73.6898842602265,"Good"
