"SAMPLEID","LAT","LONG","INDEX_REGION","INDEX_NAME","ni_total","nt_CruMol","pi_ffg_pred","pi_ffg_shred","pi_habit_cling","pi_CruMol","nt_tv_toler","pt_NonIns","pi_habit_climb","pi_EPT","pi_EPTNoBaeHydro","pi_tv_toler","nt_EPT","pi_Cru","pt_tv_intol","nt_NonIns","pi_ffg_scrap","pi_IsopGastHiru","pi_NonIns","pi_Pleco","pt_tv_toler","pi_ffg_col","pi_habit_sprawl","nt_Trich","nt_habit_cling","pi_tv_intol"
"010112-6/18/07",44.56951,-83.41911,"VERYNARROW","MIEGLE_2020",386,7,3.8860103626943,4.14507772020725,24.8704663212435,15.0259067357513,2,29.6296296296296,9.06735751295337,21.5025906735751,4.40414507772021,9.06735751295337,7,4.40414507772021,18.5185185185185,8,9.32642487046632,8.29015544041451,19.4300518134715,0.259067357512953,7.40740740740741,70.4663212435233,4.14507772020725,2,10,10.1036269430052
"010113-6/20/07",44.55917,-83.62914,"VERYNARROW","MIEGLE_2020",322,3,7.7639751552795,3.72670807453416,59.0062111801242,16.7701863354037,1,15.1515151515152,3.41614906832298,50.6211180124224,27.639751552795,0.31055900621118,18,0,36.3636363636364,5,17.0807453416149,9.93788819875776,17.7018633540373,0.62111801242236,3.03030303030303,41.9254658385093,2.79503105590062,10,18,29.8136645962733
"010114-7/11/07",44.55457,-83.61892,"NARROW","MIEGLE_2020",337,4,5.04451038575668,10.6824925816024,40.3560830860534,13.6498516320475,1,16.2162162162162,2.07715133531157,42.1364985163205,32.9376854599407,0.593471810089021,20,8.01186943620178,37.8378378378378,6,13.6498516320475,0.593471810089021,14.8367952522255,2.07715133531157,2.7027027027027,48.3679525222552,2.07715133531157,11,18,33.2344213649852
"010115-6/18/07",44.57713,-83.50319,"NARROW","MIEGLE_2020",344,3,9.01162790697674,4.65116279069767,74.7093023255814,1.74418604651163,1,14.7058823529412,2.90697674418605,81.1046511627907,64.5348837209302,0.290697674418605,18,1.16279069767442,41.1764705882353,5,29.9418604651163,0.290697674418605,2.32558139534884,2.32558139534884,2.94117647058824,17.4418604651163,7.26744186046512,10,16,72.6744186046512
"010115-6/28/17",44.57713,-83.50319,"NARROW","MIEGLE_2020",331,3,3.32326283987915,17.2205438066465,65.8610271903323,7.55287009063444,1,16.6666666666667,9.36555891238671,74.3202416918429,60.4229607250755,1.51057401812689,16,6.04229607250755,40,5,34.441087613293,1.51057401812689,8.45921450151057,3.32326283987915,3.33333333333333,25.9818731117825,3.02114803625378,9,16,59.8187311178248
"010115-6/6/12",44.57713,-83.50319,"NARROW","MIEGLE_2020",297,3,11.1111111111111,11.4478114478114,59.9326599326599,8.75420875420875,2,15.625,1.34680134680135,65.3198653198653,50.5050505050505,2.02020202020202,16,4.04040404040404,31.25,5,21.2121212121212,0.336700336700337,14.8148148148148,2.35690235690236,6.25,25.2525252525253,10.4377104377104,7,16,48.4848484848485
"010115-9/10/08",44.57713,-83.50319,"NARROW","MIEGLE_2020",256,4,30.859375,7.8125,35.546875,19.53125,3,18.1818181818182,17.96875,25.390625,5.078125,10.15625,10,7.03125,15.1515151515152,6,10.9375,9.375,25.390625,0.390625,9.09090909090909,44.140625,12.5,6,14,6.25
"010115-9/11/08",44.57713,-83.50319,"NARROW","MIEGLE_2020",287,4,12.8919860627178,4.52961672473868,59.581881533101,8.01393728222997,7,11.3636363636364,12.5435540069686,34.1463414634146,11.8466898954704,10.801393728223,16,1.04529616724739,25,5,10.4529616724739,6.96864111498258,9.75609756097561,1.04529616724739,15.9090909090909,40.418118466899,5.92334494773519,9,18,13.9372822299652
"010115-9/12/08",44.57713,-83.50319,"NARROW","MIEGLE_2020",268,4,23.8805970149254,5.59701492537313,53.3582089552239,8.58208955223881,4,15,11.5671641791045,42.5373134328358,21.2686567164179,5.59701492537313,17,2.98507462686567,30,6,11.5671641791045,4.1044776119403,10.0746268656716,1.86567164179104,10,32.8358208955224,6.71641791044776,9,17,25.7462686567164
"010115-9/9/08",44.57713,-83.50319,"NARROW","MIEGLE_2020",254,4,24.8031496062992,4.7244094488189,42.1259842519685,18.8976377952756,4,17.6470588235294,19.6850393700787,32.6771653543307,7.8740157480315,14.5669291338583,9,4.7244094488189,20.5882352941176,6,14.9606299212598,12.992125984252,22.0472440944882,0,11.7647058823529,50.3937007874016,8.26771653543307,4,13,7.48031496062992
"010116-7/11/07",44.80702,-83.32513,"WETWIDE","MIEGLE_2020",338,8,5.62130177514793,16.2721893491124,23.9644970414201,35.207100591716,4,27.5,15.0887573964497,20.1183431952663,14.792899408284,30.1775147928994,13,16.8639053254438,22.5,11,24.2603550295858,18.9349112426036,38.7573964497041,0,10,44.0828402366864,3.55029585798817,9,15,14.792899408284
